"Catalogues Name","Catalouge links","Category","Brand"
"EURO_PRATIK_EXCLUSO_VENEER_ PVC ","https://drive.google.com/file/d/15LHqGe8lO7CKPm2OmDI5xRYf5E99keR7/view?usp=sharing","PVC Laminates","Euro Pathik"
"Royal touch ","https://drive.google.com/file/d/1KB_DvrYlYyGKQ7rtXGL2S3sAPClRVwkm/view?usp=sharing","PVC Laminates","Roya Touch"
"Stanley - PVC Folder","https://drive.google.com/file/d/18_1ytIoZtDYv7mXqDxcLTS5XmqB7s3-S/view?usp=sharing","PVC Laminates","Stanley"
