"Catalogues Name","Catalouge links","Category","Brand"
"Rang Bern Thermo Lam","https://drive.google.com/file/d/10VVL2a0EW8DmYPVhe8CcBEo7lwN3JWGA/view?usp=sharing","Thermo Laminates","Rang"
